-DOCSTART- -X- -X- O
to O O I-QUOTE
be O O I-QUOTE
monologue O O O

what O O O
is O O O
the O O O
movie O O O
based O O B-ORIGIN
on O O I-ORIGIN
a O O I-ORIGIN
shakespeare O O I-ORIGIN
tragedy O O I-ORIGIN
where O O O
two O O B-PLOT
star O O I-PLOT
crossed O O I-PLOT
people O O I-PLOT
fall O O I-PLOT
in O O I-PLOT
love O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
based O O B-ORIGIN
on O O I-ORIGIN
one O O I-ORIGIN
of O O I-ORIGIN
shakespeare O O I-ORIGIN
s O O I-ORIGIN
plays O O I-ORIGIN
based O O O
at O O B-PLOT
a O O I-PLOT
modern O O I-PLOT
day O O I-PLOT
high O O I-PLOT
school O O I-PLOT
starring O O O
julia O O B-ACTOR
stiles O O I-ACTOR
and O O O
heath O O B-ACTOR
ledger O O I-ACTOR

what O O O
is O O O
the O O O
movie O O O
based O O B-ORIGIN
on O O I-ORIGIN
the O O I-ORIGIN
book O O I-ORIGIN
by O O I-ORIGIN
stephen O O I-ORIGIN
king O O I-ORIGIN
and O O O
starring O O O
tom O O B-ACTOR
hanks O O I-ACTOR
as O O O
a O O B-PLOT
prison O O I-PLOT
guard O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
based O O B-ORIGIN
on O O I-ORIGIN
the O O I-ORIGIN
novel O O I-ORIGIN
of O O I-ORIGIN
the O O I-ORIGIN
same O O I-ORIGIN
name O O I-ORIGIN
where O O O
atticus O O B-CHARACTER_NAME
finch O O I-CHARACTER_NAME
was O O O
the O O O
lawyer O O B-PLOT
for O O I-PLOT
a O O I-PLOT
wrongly O O I-PLOT
accused O O I-PLOT
black O O I-PLOT
man O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
by O O O
george O O B-DIRECTOR
lucas O O I-DIRECTOR
that O O O
features O O O
a O O B-PLOT
villain O O I-PLOT
with O O I-PLOT
red O O I-PLOT
and O O I-PLOT
black O O I-PLOT
makeup O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
by O O O
seth O O B-DIRECTOR
mcfarland O O I-DIRECTOR
about O O O
a O O B-PLOT
grown O O I-PLOT
man O O I-PLOT
and O O I-PLOT
his O O I-PLOT
teddy O O I-PLOT
bear O O I-PLOT
buddy O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
classic O O B-OPINION
that O O O
features O O O
a O O B-PLOT
girl O O I-PLOT
who O O I-PLOT
wakes O O I-PLOT
up O O I-PLOT
in O O I-PLOT
a O O I-PLOT
colorful O O I-PLOT
land O O I-PLOT
after O O I-PLOT
a O O I-PLOT
large O O I-PLOT
tornado O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
classic O O B-OPINION
that O O O
features O O B-PLOT
a O O I-PLOT
shark O O I-PLOT
who O O I-PLOT
eats O O I-PLOT
and O O I-PLOT
harms O O I-PLOT
people O O I-PLOT
swimming O O I-PLOT
in O O I-PLOT
the O O I-PLOT
water O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
directed O O O
and O O O
starred O O O
in O O O
by O O O
tom O O B-DIRECTOR
hanks O O I-DIRECTOR
about O O O
a O O B-PLOT
man O O I-PLOT
who O O I-PLOT
goes O O I-PLOT
to O O I-PLOT
community O O I-PLOT
college O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
directed O O O
by O O O
martin O O B-DIRECTOR
scorsese O O I-DIRECTOR
that O O O
depicts O O O
the O O B-PLOT
life O O I-PLOT
of O O I-PLOT
howard O O I-PLOT
hughes O O I-PLOT
and O O I-PLOT
how O O I-PLOT
he O O I-PLOT
turned O O I-PLOT
a O O I-PLOT
small O O I-PLOT
fortune O O I-PLOT
into O O I-PLOT
a O O I-PLOT
big O O I-PLOT
one O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
directed O O O
by O O O
zack O O B-DIRECTOR
snyder O O I-DIRECTOR
about O O O
girls O O B-PLOT
in O O I-PLOT
an O O I-PLOT
asylum O O I-PLOT
and O O I-PLOT
their O O I-PLOT
fantasy O O I-PLOT
world O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
featuring O O O
a O O O
wicked O O O
witch O O O
munchkins O O O
ruby O O O
slippers O O O
and O O O
a O O O
yellow O O O
brick O O O
road O O O

what O O O
is O O O
the O O O
movie O O O
featuring O O O
shia O O B-ACTOR
that O O O
has O O O
cars O O B-PLOT
who O O I-PLOT
can O O I-PLOT
turn O O I-PLOT
into O O I-PLOT
robots O O I-PLOT
as O O I-PLOT
well O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
from O O O
1976 O O B-YEAR
where O O O
jodie O O B-ACTOR
foster O O I-ACTOR
played O O O
a O O B-PLOT
teenage O O I-PLOT
prostitute O O I-PLOT
and O O O
robert O O B-ACTOR
de O O I-ACTOR
niro O O I-ACTOR
also O O O
starred O O O

what O O O
is O O O
the O O O
movie O O O
from O O O
1982 O O B-YEAR
directed O O O
by O O O
steven O O B-DIRECTOR
spielberg O O I-DIRECTOR
about O O O
a O O B-PLOT
little O O I-PLOT
boy O O I-PLOT
who O O I-PLOT
finds O O I-PLOT
an O O I-PLOT
alien O O I-PLOT
and O O I-PLOT
tries O O I-PLOT
to O O I-PLOT
help O O I-PLOT
him O O I-PLOT
return O O I-PLOT
to O O I-PLOT
his O O I-PLOT
home O O I-PLOT
planet O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
from O O O
the O O O
50 O O B-YEAR
s O O O
with O O O
the O O O
girl O O O
who O O O
is O O O
a O O O
ballerina O O O
and O O O
the O O O
famous O O O
dancer O O O
in O O O
france O O O

what O O O
is O O O
the O O O
movie O O O
in O O O
which O O O
angelina O O B-ACTOR
jolie O O I-ACTOR
is O O O
on O O B-PLOT
the O O I-PLOT
run O O I-PLOT
for O O I-PLOT
being O O I-PLOT
suspected O O I-PLOT
of O O I-PLOT
being O O I-PLOT
a O O I-PLOT
russian O O I-PLOT
spy O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
in O O O
which O O O
bella O O B-CHARACTER_NAME
swan O O I-CHARACTER_NAME
finally O O O
decides O O O
between O O O
edward O O B-CHARACTER_NAME
and O O O
jacob O O B-CHARACTER_NAME
gets O O B-PLOT
married O O I-PLOT
and O O I-PLOT
gets O O I-PLOT
pregnant O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
in O O O
which O O O
clarice O O B-PLOT
holds O O I-PLOT
several O O I-PLOT
meetings O O I-PLOT
with O O I-PLOT
dr O O I-PLOT
hannibal O O I-PLOT
lector O O I-PLOT
to O O I-PLOT
solve O O I-PLOT
the O O I-PLOT
case O O I-PLOT
of O O I-PLOT
buffalo O O I-PLOT
bill O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
in O O O
which O O O
eva O O B-ACTOR
mendes O O I-ACTOR
plays O O O
will O O B-ACTOR
ferrell O O I-ACTOR
s O O O
wife O O O
or O O O
girlfriend O O O
and O O O
is O O O
a O O O
comedy O O B-GENRE

what O O O
is O O O
the O O O
movie O O O
in O O O
which O O O
han O O B-CHARACTER_NAME
solo O O I-CHARACTER_NAME
luke O O I-CHARACTER_NAME
skywalker O O I-CHARACTER_NAME
and O O O
princess O O B-CHARACTER_NAME
leia O O I-CHARACTER_NAME
encounter O O B-PLOT
the O O I-PLOT
ewoks O O I-PLOT
while O O I-PLOT
trying O O I-PLOT
to O O I-PLOT
destroy O O I-PLOT
the O O I-PLOT
death O O I-PLOT
star O O I-PLOT
a O O I-PLOT
second O O I-PLOT
time O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
in O O O
which O O O
kevin O O B-ACTOR
costner O O I-ACTOR
hears O O O
the O O O
famous O O O
line O O O
if O O B-QUOTE
you O O I-QUOTE
build O O I-QUOTE
it O O I-QUOTE
they O O I-QUOTE
will O O I-QUOTE
come O O I-QUOTE

what O O O
is O O O
the O O O
movie O O O
in O O O
which O O O
leonardo O O B-ACTOR
dicaprio O O I-ACTOR
is O O O
an O O O
undercover O O O
cop O O O
and O O O
matt O O B-ACTOR
damon O O I-ACTOR
is O O O
an O O B-PLOT
undercover O O I-PLOT
gangster O O I-PLOT
posing O O I-PLOT
as O O I-PLOT
a O O I-PLOT
policeman O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
in O O O
which O O O
ripley O O B-CHARACTER_NAME
and O O B-PLOT
her O O I-PLOT
crew O O I-PLOT
first O O I-PLOT
encounter O O I-PLOT
the O O I-PLOT
strange O O I-PLOT
creature O O I-PLOT
that O O I-PLOT
attaches O O I-PLOT
to O O I-PLOT
people O O I-PLOT
s O O I-PLOT
faces O O I-PLOT
grows O O I-PLOT
within O O I-PLOT
their O O I-PLOT
bodies O O I-PLOT
and O O I-PLOT
then O O I-PLOT
explodes O O I-PLOT
out O O I-PLOT
of O O I-PLOT
their O O I-PLOT
chests O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
in O O O
which O O O
the O O O
main O O B-PLOT
character O O I-PLOT
confronts O O I-PLOT
his O O I-PLOT
enemy O O I-PLOT
only O O I-PLOT
to O O I-PLOT
find O O I-PLOT
out O O I-PLOT
it O O I-PLOT
is O O I-PLOT
his O O I-PLOT
father O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
made O O O
in O O O
1981 O O B-YEAR
and O O O
remade O O O
in O O O
2010 O O B-YEAR
about O O O
a O O B-PLOT
demigod O O I-PLOT
persius O O I-PLOT
and O O I-PLOT
aid O O I-PLOT
to O O I-PLOT
zeus O O I-PLOT
in O O I-PLOT
a O O I-PLOT
fight O O I-PLOT
against O O I-PLOT
hades O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
of O O O
a O O B-PLOT
group O O I-PLOT
of O O I-PLOT
superheroes O O I-PLOT
teaming O O I-PLOT
up O O I-PLOT
to O O I-PLOT
defeat O O I-PLOT
an O O I-PLOT
enemy O O I-PLOT
that O O I-PLOT
one O O I-PLOT
of O O I-PLOT
the O O I-PLOT
heroes O O I-PLOT
know O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
set O O O
in O O O
1074 O O B-YEAR
where O O O
a O O B-PLOT
target O O I-PLOT
is O O I-PLOT
sent O O I-PLOT
when O O I-PLOT
the O O I-PLOT
mob O O I-PLOT
wants O O I-PLOT
to O O I-PLOT
get O O I-PLOT
rid O O I-PLOT
of O O I-PLOT
someone O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
set O O O
in O O O
a O O O
futuristic O O B-PLOT
city O O I-PLOT
where O O I-PLOT
the O O I-PLOT
police O O I-PLOT
can O O I-PLOT
act O O I-PLOT
as O O I-PLOT
judge O O I-PLOT
jury O O I-PLOT
and O O I-PLOT
executioner O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
set O O B-PLOT
in O O I-PLOT
futuristic O O I-PLOT
times O O I-PLOT
where O O I-PLOT
police O O I-PLOT
have O O I-PLOT
a O O I-PLOT
lot O O I-PLOT
of O O I-PLOT
authority O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
set O O O
in O O O
nyc O O O
about O O O
a O O B-PLOT
case O O I-PLOT
of O O I-PLOT
mistaken O O I-PLOT
identity O O I-PLOT
crisis O O I-PLOT
that O O I-PLOT
turns O O I-PLOT
out O O I-PLOT
well O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
set O O B-PLOT
in O O I-PLOT
the O O I-PLOT
first O O I-PLOT
world O O I-PLOT
war O O I-PLOT
about O O I-PLOT
two O O I-PLOT
french O O I-PLOT
soldiers O O I-PLOT
who O O I-PLOT
are O O I-PLOT
captured O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
angelina O O B-ACTOR
jolie O O I-ACTOR
about O O O
a O O B-PLOT
cia O O I-PLOT
agent O O I-PLOT
who O O I-PLOT
goes O O I-PLOT
on O O I-PLOT
the O O I-PLOT
run O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
ben O O B-ACTOR
affleck O O I-ACTOR
about O O O
a O O B-PLOT
group O O I-PLOT
of O O I-PLOT
friends O O I-PLOT
from O O I-PLOT
boston O O I-PLOT
who O O I-PLOT
decide O O I-PLOT
to O O I-PLOT
start O O I-PLOT
robbing O O I-PLOT
banks O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
bill O O B-ACTOR
murray O O I-ACTOR
that O O O
forces O O B-PLOT
him O O I-PLOT
to O O I-PLOT
relive O O I-PLOT
the O O I-PLOT
same O O I-PLOT
day O O I-PLOT
over O O I-PLOT
and O O I-PLOT
over O O I-PLOT
again O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
bill O O B-ACTOR
murray O O I-ACTOR
where O O B-PLOT
he O O I-PLOT
works O O I-PLOT
on O O I-PLOT
a O O I-PLOT
golf O O I-PLOT
course O O I-PLOT
and O O O
steve O O B-ACTOR
murray O O I-ACTOR
also O O O
stars O O O

what O O O
is O O O
the O O O
movie O O O
starring O O O
daniel O O B-ACTOR
craig O O I-ACTOR
and O O O
rooney O O B-ACTOR
mara O O I-ACTOR
about O O B-PLOT
a O O O
journalist O O B-PLOT
who O O I-PLOT
tries O O I-PLOT
to O O I-PLOT
find O O I-PLOT
out O O I-PLOT
what O O I-PLOT
happened O O I-PLOT
to O O I-PLOT
a O O I-PLOT
woman O O I-PLOT
who O O I-PLOT
disappeared O O I-PLOT
decades O O I-PLOT
ago O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
denzel O O B-ACTOR
washington O O I-ACTOR
about O O O
a O O B-PLOT
black O O I-PLOT
civil O O I-PLOT
rights O O I-PLOT
leader O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
denzel O O B-ACTOR
washington O O I-ACTOR
about O O O
an O O B-PLOT
out O O I-PLOT
of O O I-PLOT
control O O I-PLOT
train O O I-PLOT
hauling O O I-PLOT
deadly O O I-PLOT
cargo O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
denzel O O B-ACTOR
washington O O I-ACTOR
about O O O
the O O O
message O O B-PLOT
that O O I-PLOT
spike O O I-PLOT
lee O O I-PLOT
was O O I-PLOT
trying O O I-PLOT
to O O I-PLOT
send O O I-PLOT
to O O I-PLOT
an O O I-PLOT
iconic O O I-PLOT
figure O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
gregory O O B-ACTOR
peck O O I-ACTOR
in O O O
which O O O
he O O O
plays O O O
a O O B-PLOT
southern O O I-PLOT
lawyer O O I-PLOT
who O O I-PLOT
represents O O I-PLOT
a O O I-PLOT
black O O I-PLOT
man O O I-PLOT
falsely O O I-PLOT
accused O O I-PLOT
of O O I-PLOT
rape O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
jason O O B-ACTOR
bateman O O I-ACTOR
and O O O
ryan O O B-ACTOR
reynolds O O I-ACTOR
as O O O
two O O B-PLOT
friends O O I-PLOT
who O O I-PLOT
have O O I-PLOT
their O O I-PLOT
bodies O O I-PLOT
switched O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
jennifer O O B-ACTOR
lawrence O O I-ACTOR
where O O O
she O O O
is O O O
a O O B-PLOT
teenager O O I-PLOT
forced O O I-PLOT
to O O I-PLOT
fight O O I-PLOT
others O O I-PLOT
to O O I-PLOT
the O O I-PLOT
death O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
jodie O O B-ACTOR
foster O O I-ACTOR
as O O O
an O O B-PLOT
fbi O O I-PLOT
agent O O I-PLOT
in O O I-PLOT
training O O I-PLOT
who O O I-PLOT
works O O I-PLOT
on O O I-PLOT
a O O I-PLOT
case O O I-PLOT
seeking O O I-PLOT
the O O I-PLOT
help O O I-PLOT
of O O I-PLOT
hannibal O O B-CHARACTER_NAME
lector O O I-CHARACTER_NAME

what O O O
is O O O
the O O O
movie O O O
starring O O O
john O O B-ACTOR
travolta O O I-ACTOR
uma O O I-ACTOR
thurman O O I-ACTOR
and O O O
samuel O O B-ACTOR
l O O I-ACTOR
jackson O O I-ACTOR
where O O O
travolta O O B-ACTOR
and O O O
jackson O O B-ACTOR
have O O B-PLOT
a O O I-PLOT
conversation O O I-PLOT
in O O I-PLOT
the O O I-PLOT
car O O I-PLOT
about O O I-PLOT
what O O I-PLOT
foreign O O I-PLOT
countries O O I-PLOT
call O O I-PLOT
fast O O I-PLOT
food O O I-PLOT
sandwiches O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
johnny O O B-ACTOR
depp O O I-ACTOR
and O O O
penelope O O B-ACTOR
cruz O O I-ACTOR
about O O O
the O O B-PLOT
man O O I-PLOT
who O O I-PLOT
established O O I-PLOT
the O O I-PLOT
cocaine O O I-PLOT
market O O I-PLOT
in O O I-PLOT
the O O I-PLOT
1970 O O I-PLOT
s O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
matthew O O B-ACTOR
mcconaughey O O I-ACTOR
and O O O
christian O O B-ACTOR
bale O O I-ACTOR
that O O O
is O O O
about O O O
fire O O B-PLOT
breathing O O I-PLOT
dragons O O I-PLOT
coming O O I-PLOT
out O O I-PLOT
of O O I-PLOT
the O O I-PLOT
earth O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
mila O O B-ACTOR
kunis O O I-ACTOR
and O O O
justin O O B-ACTOR
timberlake O O I-ACTOR
about O O O
two O O B-PLOT
friends O O I-PLOT
who O O I-PLOT
think O O I-PLOT
they O O I-PLOT
can O O I-PLOT
have O O I-PLOT
sex O O I-PLOT
with O O I-PLOT
each O O I-PLOT
other O O I-PLOT
without O O I-PLOT
forming O O I-PLOT
an O O I-PLOT
attachment O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
nicholas O O B-ACTOR
cage O O I-ACTOR
and O O O
holly O O B-ACTOR
hunter O O I-ACTOR
as O O O
a O O B-PLOT
couple O O I-PLOT
who O O I-PLOT
kidnap O O I-PLOT
a O O I-PLOT
baby O O I-PLOT
who O O I-PLOT
is O O I-PLOT
actually O O I-PLOT
one O O I-PLOT
of O O I-PLOT
5 O O I-PLOT
quintuplets O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
robert O O B-ACTOR
pattinson O O I-ACTOR
where O O O
he O O B-PLOT
works O O I-PLOT
for O O I-PLOT
a O O I-PLOT
traveling O O I-PLOT
circus O O I-PLOT
and O O I-PLOT
falls O O I-PLOT
in O O I-PLOT
love O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
roy O O B-ACTOR
scheider O O I-ACTOR
and O O O
richard O O B-ACTOR
dreyfuss O O I-ACTOR
that O O O
go O O B-PLOT
hunting O O I-PLOT
a O O I-PLOT
shark O O I-PLOT
that O O I-PLOT
is O O I-PLOT
killing O O I-PLOT
people O O I-PLOT
around O O I-PLOT
amity O O I-PLOT
island O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
ryan O O B-ACTOR
reynolds O O I-ACTOR
where O O O
he O O O
has O O O
the O O B-PLOT
ability O O I-PLOT
to O O I-PLOT
create O O I-PLOT
solid O O I-PLOT
constructs O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
sigourney O O B-ACTOR
weaver O O I-ACTOR
and O O O
tom O O B-ACTOR
skerritt O O I-ACTOR
who O O B-PLOT
stumble O O I-PLOT
on O O I-PLOT
a O O I-PLOT
species O O I-PLOT
that O O I-PLOT
incubates O O I-PLOT
in O O I-PLOT
humans O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
steve O O B-ACTOR
carrell O O I-ACTOR
about O O O
an O O B-PLOT
idiot O O I-PLOT
who O O I-PLOT
gets O O I-PLOT
invited O O I-PLOT
to O O I-PLOT
a O O I-PLOT
meal O O I-PLOT
where O O I-PLOT
rich O O I-PLOT
people O O I-PLOT
bring O O I-PLOT
the O O I-PLOT
stupedest O O I-PLOT
and O O I-PLOT
weirdest O O I-PLOT
idiots O O I-PLOT
to O O I-PLOT
a O O I-PLOT
meal O O I-PLOT
in O O I-PLOT
a O O I-PLOT
competition O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
t O O B-ACTOR
i O O I-ACTOR
and O O O
some O O O
other O O O
people O O O
in O O O
which O O O
they O O O
steal O O B-PLOT
money O O I-PLOT
and O O I-PLOT
rob O O I-PLOT
a O O I-PLOT
bank O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
tim O O B-ACTOR
allen O O I-ACTOR
kills O O B-PLOT
santa O O I-PLOT
and O O I-PLOT
must O O I-PLOT
magically O O I-PLOT
take O O I-PLOT
his O O I-PLOT
place O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
tim O O B-ACTOR
allen O O I-ACTOR
who O O O
has O O O
to O O O
play O O B-PLOT
the O O I-PLOT
role O O I-PLOT
of O O I-PLOT
santa O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
tom O O B-ACTOR
hanks O O I-ACTOR
about O O O
a O O B-PLOT
crippled O O I-PLOT
man O O I-PLOT
while O O I-PLOT
not O O I-PLOT
intelligent O O I-PLOT
has O O I-PLOT
accidentally O O I-PLOT
been O O I-PLOT
present O O I-PLOT
at O O I-PLOT
many O O I-PLOT
historic O O I-PLOT
moments O O I-PLOT
but O O I-PLOT
his O O I-PLOT
true O O I-PLOT
love O O I-PLOT
jenny O O B-CHARACTER_NAME
eludes O O B-PLOT
him O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
starring O O O
tom O O B-ACTOR
hanks O O I-ACTOR
and O O O
geena O O B-ACTOR
davis O O I-ACTOR
about O O O
women O O B-PLOT
playing O O I-PLOT
professional O O I-PLOT
baseball O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
came O O O
out O O O
in O O O
1993 O O B-YEAR
based O O B-PLOT
in O O I-PLOT
poland O O I-PLOT
during O O I-PLOT
wwii O O I-PLOT
involving O O I-PLOT
a O O I-PLOT
german O O I-PLOT
businessman O O I-PLOT
and O O I-PLOT
his O O I-PLOT
jewish O O I-PLOT
workforce O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
centers O O O
around O O O
the O O O
daily O O B-PLOT
routines O O I-PLOT
of O O I-PLOT
a O O I-PLOT
canadian O O I-PLOT
teen O O I-PLOT
singer O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
explains O O B-PLOT
how O O I-PLOT
facebook O O I-PLOT
was O O I-PLOT
started O O I-PLOT
and O O I-PLOT
the O O I-PLOT
issues O O I-PLOT
that O O I-PLOT
came O O I-PLOT
out O O I-PLOT
of O O I-PLOT
it O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
features O O O
2 O O B-PLOT
lackluster O O I-PLOT
police O O I-PLOT
officers O O I-PLOT
who O O O
try O O B-PLOT
to O O I-PLOT
break O O I-PLOT
up O O I-PLOT
a O O I-PLOT
vicious O O I-PLOT
drug O O I-PLOT
ring O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
features O O O
a O O B-PLOT
director O O I-PLOT
who O O I-PLOT
goes O O I-PLOT
on O O I-PLOT
the O O I-PLOT
road O O I-PLOT
as O O I-PLOT
a O O I-PLOT
hobo O O I-PLOT
to O O I-PLOT
learn O O I-PLOT
about O O I-PLOT
life O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
features O O O
a O O B-PLOT
marine O O I-PLOT
who O O I-PLOT
goes O O I-PLOT
to O O I-PLOT
pandora O O I-PLOT
and O O I-PLOT
discovers O O I-PLOT
a O O I-PLOT
new O O I-PLOT
world O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
features O O O
an O O B-PLOT
orange O O I-PLOT
cat O O I-PLOT
who O O B-RELATIONSHIP
was O O I-RELATIONSHIP
in O O I-RELATIONSHIP
previous O O I-RELATIONSHIP
shrek O O I-RELATIONSHIP
movies O O I-RELATIONSHIP

what O O O
is O O O
the O O O
movie O O O
that O O O
follows O O O
a O O B-PLOT
nerdy O O I-PLOT
kid O O I-PLOT
who O O I-PLOT
writings O O I-PLOT
his O O I-PLOT
daily O O I-PLOT
activities O O I-PLOT
in O O I-PLOT
his O O I-PLOT
diary O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
has O O O
giant O O B-PLOT
battling O O I-PLOT
robots O O I-PLOT
that O O I-PLOT
are O O I-PLOT
controlled O O I-PLOT
by O O I-PLOT
humans O O I-PLOT
for O O I-PLOT
sport O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
is O O O
about O O O
a O O B-PLOT
young O O I-PLOT
boy O O I-PLOT
who O O I-PLOT
finds O O I-PLOT
out O O I-PLOT
that O O I-PLOT
he O O I-PLOT
is O O I-PLOT
a O O I-PLOT
wizard O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
is O O O
about O O O
pearl O O B-ACTOR
chavez O O I-ACTOR
finding O O B-PLOT
herself O O I-PLOT
split O O I-PLOT
between O O I-PLOT
her O O I-PLOT
good O O I-PLOT
son O O I-PLOT
and O O I-PLOT
her O O I-PLOT
bad O O I-PLOT
son O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
is O O O
about O O B-PLOT
the O O I-PLOT
travels O O I-PLOT
into O O I-PLOT
remote O O I-PLOT
nations O O I-PLOT
of O O I-PLOT
the O O I-PLOT
world O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
is O O O
based O O B-ORIGIN
off O O I-ORIGIN
a O O I-ORIGIN
book O O I-ORIGIN
from O O O
a O O O
series O O B-ORIGIN
of O O I-ORIGIN
young O O I-ORIGIN
adult O O I-ORIGIN
novels O O I-ORIGIN
that O O O
stars O O O
daniel O O B-ACTOR
radcliffe O O I-ACTOR
and O O O
is O O B-PLOT
the O O I-PLOT
very O O I-PLOT
last O O I-PLOT
film O O I-PLOT
to O O I-PLOT
be O O I-PLOT
made O O I-PLOT
starring O O I-PLOT
this O O I-PLOT
character O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
is O O O
based O O O
off O O O
of O O O
one O O O
of O O O
shakespeare O O B-ORIGIN
s O O I-ORIGIN
most O O I-ORIGIN
famous O O I-ORIGIN
plays O O I-ORIGIN
starring O O O
two O O B-PLOT
tragic O O I-PLOT
lovers O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
is O O O
based O O B-DIRECTOR
off O O I-DIRECTOR
of O O O
shakespeare O O B-DIRECTOR
s O O I-DIRECTOR
play O O I-DIRECTOR
in O O O
which O O O
the O O O
main O O O
character O O O
has O O O
the O O O
to O O B-QUOTE
be O O I-QUOTE
or O O I-QUOTE
not O O I-QUOTE
to O O I-QUOTE
be O O I-QUOTE
monologue O O O

what O O O
is O O O
the O O O
movie O O O
that O O O
is O O O
one O O B-RELATIONSHIP
of O O I-RELATIONSHIP
several O O I-RELATIONSHIP
horror O O B-GENRE
flicks O O O
put O O O
out O O O
in O O O
the O O O
2000 O O B-YEAR
s O O O

what O O O
is O O O
the O O O
movie O O O
that O O O
is O O O
the O O B-RELATIONSHIP
current O O I-RELATIONSHIP
installment O O I-RELATIONSHIP
of O O I-RELATIONSHIP
a O O I-RELATIONSHIP
long O O I-RELATIONSHIP
running O O I-RELATIONSHIP
horror O O B-GENRE
movie O O O
featuring O O O
young O O B-PLOT
people O O I-PLOT
trying O O I-PLOT
to O O I-PLOT
escape O O I-PLOT
death O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
relives O O B-PLOT
the O O I-PLOT
true O O I-PLOT
story O O I-PLOT
of O O I-PLOT
a O O I-PLOT
girl O O I-PLOT
hiding O O I-PLOT
in O O I-PLOT
the O O I-PLOT
attic O O I-PLOT
during O O I-PLOT
